stop_number,city,country,state_province,lat,lng,timezone,utc_offset,utc_offset_rounded,utc_time,local_time,population,temperature_c,weather_condition,wind_speed_mps,wind_direction_deg,wind_gust_mps
156,Arno,Marshall Islands,,7.0667,171.7833,Pacific/Majuro,12,12,2025-12-24 12:25:48,2025-12-25 00:25:48,1794,26.5,Light drizzle,3.86,88,5.31
157,Mili,Marshall Islands,,6.0833,171.7333,Pacific/Majuro,12,12,2025-12-24 12:26:01,2025-12-25 00:26:01,738,27.1,Light drizzle,4.19,102,5.69
158,Jabat,Marshall Islands,,7.75,168.9667,Pacific/Majuro,12,12,2025-12-24 12:26:46,2025-12-25 00:26:46,84,27.6,Mainly clear,5.61,67,8.11
159,Namu,Marshall Islands,,7.9833,168.1167,Pacific/Majuro,12,12,2025-12-24 12:26:58,2025-12-25 00:26:58,780,27.6,Mainly clear,6.33,62,8.89
160,Ailinglaplap,Marshall Islands,,7.4667,168.8167,Pacific/Majuro,12,12,2025-12-24 12:27:10,2025-12-25 00:27:10,1729,27.5,Light drizzle,5.39,69,8.31
161,Jaluit,Marshall Islands,,5.9167,169.65,Pacific/Majuro,12,12,2025-12-24 12:27:35,2025-12-25 00:27:35,1788,27.6,Mainly clear,3.83,83,6.89
162,Kili,Marshall Islands,,5.6333,169.1167,Pacific/Majuro,12,12,2025-12-24 12:27:43,2025-12-25 00:27:43,548,27.5,Mainly clear,4.19,90,6.61
163,Namdrik,Marshall Islands,,5.6167,168.1167,Pacific/Majuro,12,12,2025-12-24 12:27:57,2025-12-25 00:27:57,509,27.4,Light drizzle,5.06,89,7.69
164,Ebon,Marshall Islands,,4.5833,168.7167,Pacific/Majuro,12,12,2025-12-24 12:28:13,2025-12-25 00:28:13,706,28.4,Mainly clear,4.14,81,6.11
165,Yaren,Nauru,,-0.5456,166.925,Pacific/Nauru,12,12,2025-12-24 12:29:29,2025-12-25 00:29:29,803,29.0,Mainly clear,6.06,67,9.50
166,Banaba,Kiribati,,-0.8667,169.5333,Pacific/Tarawa,12,12,2025-12-24 12:30:06,2025-12-25 00:30:06,268,28.2,Clear sky,7.19,60,9.81
167,Butaritari,Kiribati,,3.1333,172.8167,Pacific/Tarawa,12,12,2025-12-24 12:31:17,2025-12-25 00:31:17,3224,28.0,Mainly clear,4.50,75,7.31
168,Makin,Kiribati,,3.3667,172.9833,Pacific/Tarawa,12,12,2025-12-24 12:31:21,2025-12-25 00:31:21,1798,27.8,Mainly clear,4.81,92,7.69
169,Marakei,Kiribati,,2.0167,173.2833,Pacific/Tarawa,12,12,2025-12-24 12:31:41,2025-12-25 00:31:41,2653,28.6,Mainly clear,5.75,72,8.61
170,Abaiang,Kiribati,,1.8333,172.9333,Pacific/Tarawa,12,12,2025-12-24 12:31:46,2025-12-25 00:31:46,5398,28.4,Clear sky,4.69,76,7.61
171,Tarawa,Kiribati,,1.3382,173.0176,Pacific/Tarawa,12,12,2025-12-24 12:31:53,2025-12-25 00:31:53,63439,28.5,Mainly clear,5.22,72,7.81
172,Maiana,Kiribati,,0.9333,173,Pacific/Tarawa,12,12,2025-12-24 12:31:59,2025-12-25 00:31:59,2027,28.5,Mainly clear,5.47,66,8.61
173,Kuria,Kiribati,,0.2167,173.4167,Pacific/Tarawa,12,12,2025-12-24 12:32:10,2025-12-25 00:32:10,972,28.2,Clear sky,5.33,62,8.81
174,Aranuka,Kiribati,,0.15,173.6167,Pacific/Tarawa,12,12,2025-12-24 12:32:13,2025-12-25 00:32:13,1057,28.2,Clear sky,5.33,62,8.81
175,Abemama,Kiribati,,0.4,173.8333,Pacific/Tarawa,12,12,2025-12-24 12:32:18,2025-12-25 00:32:18,3262,28.2,Clear sky,5.47,66,8.39
176,Nonouti,Kiribati,,-0.6667,174.3333,Pacific/Tarawa,12,12,2025-12-24 12:32:34,2025-12-25 00:32:34,2683,28.3,Mainly clear,5.50,56,8.61
177,Tabiteuea,Kiribati,,-1.3667,174.8833,Pacific/Tarawa,12,12,2025-12-24 12:32:47,2025-12-25 00:32:47,4932,28.5,Mainly clear,5.78,52,8.81
178,Onotoa,Kiribati,,-1.85,175.5333,Pacific/Tarawa,12,12,2025-12-24 12:32:58,2025-12-25 00:32:58,1519,28.3,Clear sky,5.53,47,8.11
179,Beru,Kiribati,,-1.3333,176,Pacific/Tarawa,12,12,2025-12-24 12:33:08,2025-12-25 00:33:08,2099,28.3,Clear sky,5.39,55,8.00
180,Nikunau,Kiribati,,-1.35,176.45,Pacific/Tarawa,12,12,2025-12-24 12:33:14,2025-12-25 00:33:14,1912,28.2,Clear sky,5.28,53,7.61
181,Tamana,Kiribati,,-2.5,175.9833,Pacific/Tarawa,12,12,2025-12-24 12:33:31,2025-12-25 00:33:31,1078,28.5,Clear sky,5.47,45,8.11
182,Arorae,Kiribati,,-2.6333,176.8167,Pacific/Tarawa,12,12,2025-12-24 12:33:43,2025-12-25 00:33:43,1256,28.2,Clear sky,5.39,47,7.69
183,Nanumea,Tuvalu,,-5.6667,176.1167,Pacific/Funafuti,12,12,2025-12-24 12:34:26,2025-12-25 00:34:26,544,28.6,Overcast,6.31,21,8.69
184,Nanumanga,Tuvalu,,-6.2833,176.3167,Pacific/Funafuti,12,12,2025-12-24 12:34:35,2025-12-25 00:34:35,481,29.0,Partly cloudy,5.92,21,6.81
185,Niutao,Tuvalu,,-6.1,177.3333,Pacific/Funafuti,12,12,2025-12-24 12:34:49,2025-12-25 00:34:49,582,28.9,Overcast,5.64,25,7.81
186,Nui,Tuvalu,,-7.2167,177.15,Pacific/Funafuti,12,12,2025-12-24 12:35:05,2025-12-25 00:35:05,548,29.0,Overcast,5.50,15,6.11
187,Vaitupu,Tuvalu,,-7.4833,178.6833,Pacific/Funafuti,12,12,2025-12-24 12:35:27,2025-12-25 00:35:27,1555,29.2,Overcast,5.94,15,7.89
188,Nukufetau,Tuvalu,,-8,178.3667,Pacific/Funafuti,12,12,2025-12-24 12:35:35,2025-12-25 00:35:35,536,29.4,Overcast,5.89,7,8.11
189,Funafuti,Tuvalu,,-8.5167,179.2167,Pacific/Funafuti,12,12,2025-12-24 12:35:49,2025-12-25 00:35:49,6320,29.4,Partly cloudy,5.31,3,8.00
190,Nukulaelae,Tuvalu,,-9.3667,179.85,Pacific/Funafuti,12,12,2025-12-24 12:36:03,2025-12-25 00:36:03,324,29.6,Overcast,5.06,9,7.50
191,Niulakita,Tuvalu,,-10.7833,179.4667,Pacific/Funafuti,12,12,2025-12-24 12:36:24,2025-12-25 00:36:24,35,28.5,Light drizzle,4.36,344,6.50
192,Wallis,Wallis and Futuna,,-13.2825,-176.1736,Pacific/Wallis,12,12,2025-12-24 12:37:32,2025-12-25 00:37:32,8333,29.3,Overcast,4.03,346,7.39
193,Alofi,Wallis and Futuna,,-14.3167,-178.05,Pacific/Wallis,12,12,2025-12-24 12:38:02,2025-12-25 00:38:02,1,27.1,Overcast,2.97,346,6.39
194,Futuna,Wallis and Futuna,,-14.2933,-178.1167,Pacific/Wallis,12,12,2025-12-24 12:38:03,2025-12-25 00:38:03,3225,27.1,Overcast,2.97,346,6.39
195,Vanua Balavu,Fiji,,-17.25,-178.9667,Pacific/Fiji,12,12,2025-12-24 12:38:45,2025-12-25 00:38:45,1738,26.6,Light drizzle,5.81,122,9.19
196,Vanuabalavu,Fiji,,-17.2833,-178.9667,Pacific/Fiji,12,12,2025-12-24 12:38:46,2025-12-25 00:38:46,1738,27.4,Mainly clear,5.69,128,8.31
197,Cicia,Fiji,,-17.75,-179.3167,Pacific/Fiji,12,12,2025-12-24 12:38:54,2025-12-25 00:38:54,903,27.0,Clear sky,6.97,122,9.00
198,Nayau,Fiji,,-18,-179.05,Pacific/Fiji,12,12,2025-12-24 12:38:59,2025-12-25 00:38:59,514,26.6,Clear sky,6.64,124,7.81
199,Lakeba,Fiji,,-18.2167,-178.8167,Pacific/Fiji,12,12,2025-12-24 12:39:03,2025-12-25 00:39:03,2067,26.6,Clear sky,6.64,124,7.81
200,Moce,Fiji,,-18.6333,-179.4,Pacific/Fiji,12,12,2025-12-24 12:39:13,2025-12-25 00:39:13,547,26.6,Clear sky,6.97,115,8.31
201,Kabara,Fiji,,-18.9667,-178.95,Pacific/Fiji,12,12,2025-12-24 12:39:20,2025-12-25 00:39:20,350,26.5,Mainly clear,7.39,113,9.11
202,Vulaga,Fiji,,-19.2333,-178.6833,Pacific/Fiji,12,12,2025-12-24 12:39:25,2025-12-25 00:39:25,296,26.7,Mainly clear,6.53,111,8.50
203,Fulaga,Fiji,,-19.1333,-178.5833,Pacific/Fiji,12,12,2025-12-24 12:39:27,2025-12-25 00:39:27,308,26.7,Mainly clear,6.53,111,8.50
204,Ogea,Fiji,,-19.2,-178.45,Pacific/Fiji,12,12,2025-12-24 12:39:29,2025-12-25 00:39:29,159,26.7,Mainly clear,6.53,111,8.50
205,Ono-i-Lau,Fiji,,-20.6667,-178.7333,Pacific/Fiji,12,12,2025-12-24 12:39:50,2025-12-25 00:39:50,445,25.4,Light drizzle,6.28,105,7.89
206,Totoya,Fiji,,-18.9833,179.85,Pacific/Fiji,12,12,2025-12-24 12:40:20,2025-12-25 00:40:20,710,26.7,Clear sky,6.72,103,9.31
207,Matuku,Fiji,,-19.15,179.7333,Pacific/Fiji,12,12,2025-12-24 12:40:22,2025-12-25 00:40:22,623,26.4,Mainly clear,6.42,110,8.39
208,Moala,Fiji,,-18.5833,179.9167,Pacific/Fiji,12,12,2025-12-24 12:40:31,2025-12-25 00:40:31,2055,26.9,Clear sky,6.25,111,7.50
209,Ono,Fiji,,-18.9,178.5167,Pacific/Fiji,12,12,2025-12-24 12:40:50,2025-12-25 00:40:50,1240,25.9,Mainly clear,4.94,113,11.11
210,Kadavu,Fiji,,-19.05,178.2,Pacific/Fiji,12,12,2025-12-24 12:40:54,2025-12-25 00:40:54,10167,26.6,Moderate drizzle,6.44,110,8.31
211,Nairai,Fiji,,-17.8167,179.3333,Pacific/Fiji,12,12,2025-12-24 12:41:17,2025-12-25 00:41:17,1658,27.1,Light drizzle,6.14,114,6.50
212,Gau,Fiji,,-18.0167,179.3,Pacific/Fiji,12,12,2025-12-24 12:41:20,2025-12-25 00:41:20,2966,27.1,Light drizzle,6.14,114,6.50
213,Batiki,Fiji,,-17.7667,179.65,Pacific/Fiji,12,12,2025-12-24 12:41:26,2025-12-25 00:41:26,288,27.1,Light drizzle,6.14,114,6.50
214,Taveuni,Fiji,,-16.95,-179.9,Pacific/Fiji,12,12,2025-12-24 12:41:38,2025-12-25 00:41:38,12691,25.4,Light drizzle,4.53,111,7.50
215,Vanua Levu,Fiji,,-16.55,179.2,Pacific/Fiji,12,12,2025-12-24 12:41:52,2025-12-25 00:41:52,135961,24.0,Mainly clear,1.61,150,3.31
216,Koro,Fiji,,-17.3167,179.4167,Pacific/Fiji,12,12,2025-12-24 12:42:03,2025-12-25 00:42:03,3605,27.1,Clear sky,5.67,107,8.00
217,Ovalau,Fiji,,-17.6833,178.8,Pacific/Fiji,12,12,2025-12-24 12:42:12,2025-12-25 00:42:12,8360,25.8,Light drizzle,4.28,111,8.89
218,Suva,Fiji,,-18.1333,178.4333,Pacific/Fiji,12,12,2025-12-24 12:42:20,2025-12-25 00:42:20,88271,23.2,Mainly clear,0.81,187,1.11
219,Nadi,Fiji,,-17.8,177.4167,Pacific/Fiji,12,12,2025-12-24 12:42:35,2025-12-25 00:42:35,71048,22.7,Clear sky,2.11,128,2.31
220,Tavarua,Fiji,,-17.8583,177.1917,Pacific/Fiji,12,12,2025-12-24 12:42:38,2025-12-25 00:42:38,50,26.4,Clear sky,7.53,118,7.39
221,Namotu,Fiji,,-17.8833,177.1667,Pacific/Fiji,12,12,2025-12-24 12:42:38,2025-12-25 00:42:38,30,26.4,Clear sky,7.53,118,7.39
222,Malolo,Fiji,,-17.7833,177.1833,Pacific/Fiji,12,12,2025-12-24 12:42:39,2025-12-25 00:42:39,876,26.4,Clear sky,7.53,118,7.39
223,Mana,Fiji,,-17.6667,177.1,Pacific/Fiji,12,12,2025-12-24 12:42:41,2025-12-25 00:42:41,320,26.8,Moderate drizzle,6.61,175,8.00
224,Waya,Fiji,,-17.3,177.0833,Pacific/Fiji,12,12,2025-12-24 12:42:47,2025-12-25 00:42:47,893,26.8,Moderate drizzle,6.61,175,8.00
225,Naviti,Fiji,,-17.15,177.2667,Pacific/Fiji,12,12,2025-12-24 12:42:50,2025-12-25 00:42:50,1230,24.9,Clear sky,7.25,114,8.61
226,Viwa,Fiji,,-17.1,177.3833,Pacific/Fiji,12,12,2025-12-24 12:42:51,2025-12-25 00:42:51,580,24.9,Clear sky,7.25,114,8.61
227,Nacula,Fiji,,-16.9833,177.3667,Pacific/Fiji,12,12,2025-12-24 12:42:53,2025-12-25 00:42:53,625,24.9,Clear sky,7.25,114,8.61
228,Yasawa,Fiji,,-16.7167,177.55,Pacific/Fiji,12,12,2025-12-24 12:42:58,2025-12-25 00:42:58,2145,27.9,Clear sky,4.56,111,5.39
229,Rotuma,Fiji,,-12.5,177.0667,Pacific/Fiji,12,12,2025-12-24 12:43:57,2025-12-25 00:43:57,1594,26.2,Moderate drizzle,3.83,101,6.31
230,Kingston,Norfolk Island,,-29.0606,167.9619,Pacific/Norfolk,12,12,2025-12-24 12:48:15,2025-12-25 00:48:15,341,23.4,Overcast,5.22,346,6.00
231,Casey Station,Antarctica,,-66.2833,110.5333,Australia/Sydney,11,11,2025-12-24 13:00:00,2025-12-25 00:00:00,70,-0.2,Moderate snow fall,2.25,183,2.81
232,Kingston,Australia,,-42.9769,147.3083,Australia/Hobart,11,11,2025-12-24 13:06:07,2025-12-25 00:06:07,10409,10.6,Light drizzle,11.47,253,15.89
233,Hobart,Australia,,-42.8806,147.325,Australia/Hobart,11,11,2025-12-24 13:06:09,2025-12-25 00:06:09,197451,10.6,Light drizzle,11.47,253,15.89
234,Oatlands,Australia,,-42.3,147.3706,Australia/Hobart,11,11,2025-12-24 13:06:16,2025-12-25 00:06:16,562,3.9,Overcast,4.94,267,11.11
235,Bicheno,Australia,,-41.8667,148.2833,Australia/Hobart,11,11,2025-12-24 13:06:25,2025-12-25 00:06:25,797,11.6,Clear sky,10.58,252,14.39
236,Scottsdale,Australia,,-41.1611,147.5164,Australia/Hobart,11,11,2025-12-24 13:06:36,2025-12-25 00:06:36,1979,8.1,Clear sky,5.11,258,10.31
237,Launceston,Australia,,-41.4419,147.145,Australia/Hobart,11,11,2025-12-24 13:06:41,2025-12-25 00:06:41,80943,8.0,Clear sky,2.50,292,6.00
238,Devonport,Australia,,-41.18,146.3503,Australia/Hobart,11,11,2025-12-24 13:06:49,2025-12-25 00:06:49,23046,3.8,Mainly clear,11.14,248,15.19
239,Burnie,Australia,,-41.0636,145.8753,Australia/Hobart,11,11,2025-12-24 13:06:53,2025-12-25 00:06:53,19918,4.1,Partly cloudy,6.61,243,13.00
240,Queenstown,Australia,,-42.0806,145.5556,Australia/Hobart,11,11,2025-12-24 13:07:06,2025-12-25 00:07:06,1772,7.0,Moderate drizzle,3.92,240,10.00
241,Smithton,Australia,,-40.8417,145.125,Australia/Hobart,11,11,2025-12-24 13:07:21,2025-12-25 00:07:21,3282,8.6,Mainly clear,6.39,226,13.11
242,Wonthaggi,Australia,,-38.6056,145.5917,Australia/Melbourne,11,11,2025-12-24 13:07:48,2025-12-25 00:07:48,4965,13.3,Overcast,8.75,234,15.31
243,Traralgon,Australia,,-38.1958,146.5403,Australia/Melbourne,11,11,2025-12-24 13:07:58,2025-12-25 00:07:58,24933,11.8,Overcast,5.50,255,13.31
244,Morwell,Australia,,-38.2333,146.4,Australia/Melbourne,11,11,2025-12-24 13:08:00,2025-12-25 00:08:00,13771,11.8,Overcast,5.50,255,13.31
245,Sale,Australia,,-38.1,147.0667,Australia/Melbourne,11,11,2025-12-24 13:08:06,2025-12-25 00:08:06,13673,13.1,Mainly clear,5.28,248,9.69
246,Bairnsdale,Australia,,-37.8275,147.625,Australia/Melbourne,11,11,2025-12-24 13:08:12,2025-12-25 00:08:12,7580,13.3,Partly cloudy,6.39,255,12.00
247,Moe,Australia,,-38.1722,146.2678,Australia/Melbourne,11,11,2025-12-24 13:08:26,2025-12-25 00:08:26,8778,11.8,Overcast,5.50,255,13.31
248,Warragul,Australia,,-38.15,145.9333,Australia/Melbourne,11,11,2025-12-24 13:08:29,2025-12-25 00:08:29,23051,12.0,Light drizzle,4.11,256,8.81
249,Drouin,Australia,,-38.1333,145.85,Australia/Melbourne,11,11,2025-12-24 13:08:30,2025-12-25 00:08:30,12349,12.0,Light drizzle,4.11,256,8.81
250,Pakenham,Australia,,-38.0712,145.4878,Australia/Melbourne,11,11,2025-12-24 13:08:33,2025-12-25 00:08:33,46421,12.5,Overcast,4.33,233,9.39
251,Frankston,Australia,,-38.1333,145.1167,Australia/Melbourne,11,11,2025-12-24 13:08:37,2025-12-25 00:08:37,36097,13.5,Overcast,6.86,226,14.39
252,Mount Eliza,Australia,,-38.189,145.092,Australia/Melbourne,11,11,2025-12-24 13:08:38,2025-12-25 00:08:38,17888,13.5,Overcast,6.86,226,14.39
253,Cranbourne,Australia,,-38.0996,145.2834,Australia/Melbourne,11,11,2025-12-24 13:08:40,2025-12-25 00:08:40,460491,12.5,Overcast,4.33,233,9.39
254,Dandenong,Australia,,-37.981,145.215,Australia/Melbourne,11,11,2025-12-24 13:08:41,2025-12-25 00:08:41,29906,13.5,Overcast,6.86,226,14.39
255,Somerville,Australia,,-38.226,145.177,Australia/Melbourne,11,11,2025-12-24 13:08:44,2025-12-25 00:08:44,11336,13.5,Overcast,6.86,226,14.39
256,Mount Evelyn,Australia,,-37.783,145.385,Australia/Melbourne,11,11,2025-12-24 13:08:50,2025-12-25 00:08:50,9702,12.5,Overcast,4.33,233,9.39
257,Melbourne,Australia,,-37.8142,144.9631,Australia/Melbourne,11,11,2025-12-24 13:08:54,2025-12-25 00:08:54,5031195,13.5,Overcast,6.86,226,14.39
258,Wollert,Australia,,-37.597,145.033,Australia/Melbourne,11,11,2025-12-24 13:08:57,2025-12-25 00:08:57,9060,11.1,Clear sky,5.97,216,10.39
259,Wallan,Australia,,-37.4167,144.9833,Australia/Melbourne,11,11,2025-12-24 13:08:59,2025-12-25 00:08:59,15004,11.1,Clear sky,5.97,216,10.39
260,Sunbury,Australia,,-37.5811,144.7139,Australia/Melbourne,11,11,2025-12-24 13:09:02,2025-12-25 00:09:02,36084,8.6,Mainly clear,5.06,205,10.81
261,Melton,Australia,,-37.6833,144.5833,Australia/Melbourne,11,11,2025-12-24 13:09:04,2025-12-25 00:09:04,76346,8.6,Mainly clear,5.06,205,10.81
262,Gisborne,Australia,,-37.49,144.5889,Australia/Melbourne,11,11,2025-12-24 13:09:06,2025-12-25 00:09:06,8999,8.6,Mainly clear,5.06,205,10.81
263,Ballarat,Australia,,-37.5608,143.8475,Australia/Melbourne,11,11,2025-12-24 13:09:13,2025-12-25 00:09:13,116201,7.6,Overcast,6.17,205,13.19
264,Barwon Heads,Australia,,-38.25,144.5167,Australia/Melbourne,11,11,2025-12-24 13:09:24,2025-12-25 00:09:24,14165,12.2,Mainly clear,5.72,239,10.61
265,Lara,Australia,,-38.0167,144.4167,Australia/Melbourne,11,11,2025-12-24 13:09:27,2025-12-25 00:09:27,15772,12.2,Mainly clear,5.72,239,10.61
266,Torquay,Australia,,-38.3333,144.3167,Australia/Melbourne,11,11,2025-12-24 13:09:31,2025-12-25 00:09:31,13258,13.4,Light drizzle,12.81,225,17.69
267,Leopold,Australia,,-38.1892,144.4644,Australia/Melbourne,11,11,2025-12-24 13:09:33,2025-12-25 00:09:33,12814,12.2,Mainly clear,5.72,239,10.61
268,Geelong,Australia,,-38.15,144.35,Australia/Melbourne,11,11,2025-12-24 13:09:34,2025-12-25 00:09:34,180239,12.2,Mainly clear,5.72,239,10.61
269,Colac,Australia,,-38.3403,143.5847,Australia/Melbourne,11,11,2025-12-24 13:09:41,2025-12-25 00:09:41,9048,10.9,Partly cloudy,4.69,226,10.81
270,Warrnambool,Australia,,-38.3833,142.4833,Australia/Melbourne,11,11,2025-12-24 13:09:52,2025-12-25 00:09:52,29661,13.4,Overcast,8.89,215,12.50
271,Portland,Australia,,-38.3333,141.6,Australia/Melbourne,11,11,2025-12-24 13:10:00,2025-12-25 00:10:00,9712,13.4,Overcast,9.86,207,13.00
272,Hamilton,Australia,,-37.7333,142.0167,Australia/Melbourne,11,11,2025-12-24 13:10:08,2025-12-25 00:10:08,9974,10.6,Partly cloudy,4.81,199,8.69
273,Bordertown,Australia,,-36.3118,140.7702,Australia/Melbourne,11,11,2025-12-24 13:10:29,2025-12-25 00:10:29,2840,12.1,Partly cloudy,4.53,187,8.00
274,Horsham,Australia,,-36.7167,142.2,Australia/Melbourne,11,11,2025-12-24 13:10:44,2025-12-25 00:10:44,15134,11.9,Partly cloudy,4.64,197,9.00
275,Stawell,Australia,,-37.05,142.7667,Australia/Melbourne,11,11,2025-12-24 13:10:50,2025-12-25 00:10:50,5627,11.6,Overcast,6.17,194,10.89
276,Ararat,Australia,,-37.2833,142.9167,Australia/Melbourne,11,11,2025-12-24 13:10:54,2025-12-25 00:10:54,7015,10.1,Overcast,5.06,203,10.00
277,Maryborough,Australia,,-37.05,143.735,Australia/Melbourne,11,11,2025-12-24 13:11:02,2025-12-25 00:11:02,7769,11.7,Partly cloudy,5.03,196,9.11
278,Kangaroo Flat,Australia,,-36.7833,144.2333,Australia/Melbourne,11,11,2025-12-24 13:11:08,2025-12-25 00:11:08,10394,11.2,Mainly clear,5.22,199,10.50
279,Bendigo,Australia,,-36.75,144.2667,Australia/Melbourne,11,11,2025-12-24 13:11:08,2025-12-25 00:11:08,103034,12.9,Clear sky,5.08,202,10.31
280,Seymour,Australia,,-37.03,145.13,Australia/Melbourne,11,11,2025-12-24 13:11:17,2025-12-25 00:11:17,6569,13.4,Clear sky,5.67,194,10.81
281,Echuca,Australia,,-36.1333,144.75,Australia/Melbourne,11,11,2025-12-24 13:11:28,2025-12-25 00:11:28,15056,14.0,Clear sky,5.44,200,10.50
282,Shepparton,Australia,,-36.3833,145.4,Australia/Melbourne,11,11,2025-12-24 13:11:35,2025-12-25 00:11:35,32067,13.6,Clear sky,5.92,206,10.31
283,Cobram,Australia,,-35.9667,145.65,Australia/Sydney,11,11,2025-12-24 13:11:41,2025-12-25 00:11:41,5389,12.3,Clear sky,6.22,191,11.19
284,Benalla,Australia,,-36.5519,145.9817,Australia/Melbourne,11,11,2025-12-24 13:11:49,2025-12-25 00:11:49,10330,13.1,Clear sky,5.33,200,10.00
285,Wangaratta,Australia,,-36.3583,146.3125,Australia/Melbourne,11,11,2025-12-24 13:11:53,2025-12-25 00:11:53,17377,13.6,Clear sky,4.94,219,8.81
286,Albury,Australia,,-36.0806,146.9158,Australia/Sydney,11,11,2025-12-24 13:11:59,2025-12-25 00:11:59,4804,12.3,Clear sky,4.39,230,8.31
287,Wodonga,Australia,,-36.1214,146.8881,Australia/Melbourne,11,11,2025-12-24 13:12:00,2025-12-25 00:12:00,20259,12.3,Clear sky,4.39,230,8.31
288,Cooma,Australia,,-36.235,149.1258,Australia/Sydney,11,11,2025-12-24 13:12:22,2025-12-25 00:12:22,6681,12.0,Clear sky,0.17,214,5.00
289,Merimbula,Australia,,-36.8981,149.9011,Australia/Sydney,11,11,2025-12-24 13:12:33,2025-12-25 00:12:33,3544,15.4,Partly cloudy,6.58,221,14.89
290,Batemans Bay,Australia,,-35.7081,150.1744,Australia/Sydney,11,11,2025-12-24 13:12:47,2025-12-25 00:12:47,11294,13.5,Light drizzle,2.92,85,6.89
291,Ulladulla,Australia,,-35.3486,150.4678,Australia/Sydney,11,11,2025-12-24 13:12:52,2025-12-25 00:12:52,15278,17.9,Light drizzle,2.44,131,6.39
292,Nowra,Australia,,-34.8808,150.6075,Australia/Sydney,11,11,2025-12-24 13:12:58,2025-12-25 00:12:58,9193,19.1,Overcast,1.42,153,4.69
293,Kiama,Australia,,-34.6708,150.8542,Australia/Sydney,11,11,2025-12-24 13:13:01,2025-12-25 00:13:01,6881,19.7,Light drizzle,3.58,171,9.11
294,Wollongong,Australia,,-34.4331,150.8831,Australia/Sydney,11,11,2025-12-24 13:13:04,2025-12-25 00:13:04,261896,19.7,Light drizzle,3.58,171,9.11
295,Bowral,Australia,,-34.4792,150.4181,Australia/Sydney,11,11,2025-12-24 13:13:09,2025-12-25 00:13:09,10335,13.5,Overcast,3.69,145,8.31
296,Moss Vale,Australia,,-34.55,150.3833,Australia/Sydney,11,11,2025-12-24 13:13:10,2025-12-25 00:13:10,8579,13.5,Overcast,3.69,145,8.31
297,Goulburn,Australia,,-34.7558,149.7206,Australia/Sydney,11,11,2025-12-24 13:13:17,2025-12-25 00:13:17,24565,10.3,Mainly clear,2.17,83,3.61
298,Queanbeyan,Australia,,-35.3533,149.2342,Australia/Sydney,11,11,2025-12-24 13:13:25,2025-12-25 00:13:25,6237,10.5,Clear sky,2.11,234,5.31
299,Canberra,Australia,,-35.2931,149.1269,Australia/Sydney,11,11,2025-12-24 13:13:27,2025-12-25 00:13:27,381488,10.5,Clear sky,2.11,234,5.31
300,Tumut,Australia,,-35.3047,148.2228,Australia/Sydney,11,11,2025-12-24 13:13:36,2025-12-25 00:13:36,6230,13.9,Clear sky,3.50,227,6.89
301,Wagga Wagga,Australia,,-35.1189,147.3689,Australia/Sydney,11,11,2025-12-24 13:13:44,2025-12-25 00:13:44,49686,14.8,Clear sky,4.08,228,7.11
302,Leeton,Australia,,-34.5667,146.4,Australia/Sydney,11,11,2025-12-24 13:13:56,2025-12-25 00:13:56,7437,17.7,Clear sky,4.28,209,7.39
303,Griffith,Australia,,-34.29,146.04,Australia/Sydney,11,11,2025-12-24 13:14:01,2025-12-25 00:14:01,18196,19.4,Clear sky,4.11,201,7.31
304,Deniliquin,Australia,,-35.5297,144.9569,Australia/Sydney,11,11,2025-12-24 13:14:19,2025-12-25 00:14:19,6431,16.4,Clear sky,6.06,195,12.00
305,Swan Hill,Australia,,-35.3333,143.55,Australia/Sydney,11,11,2025-12-24 13:14:33,2025-12-25 00:14:33,9864,15.6,Clear sky,6.06,191,10.61
306,Ouyen,Australia,,-35.0667,142.3167,Australia/Melbourne,11,11,2025-12-24 13:14:45,2025-12-25 00:14:45,1022,15.9,Clear sky,5.64,197,10.50
307,Mildura,Australia,,-34.1889,142.1583,Australia/Melbourne,11,11,2025-12-24 13:14:56,2025-12-25 00:14:56,34565,19.3,Clear sky,5.44,193,9.11
308,Ivanhoe,Australia,,-32.9164,144.2994,Australia/Sydney,11,11,2025-12-24 13:15:22,2025-12-25 00:15:22,162,19.8,Clear sky,5.11,192,7.61
309,Wilcannia,Australia,,-31.5569,143.3792,Australia/Sydney,11,11,2025-12-24 13:15:41,2025-12-25 00:15:41,539,24.3,Overcast,4.64,205,7.50
310,Bourke,Australia,,-30.0817,145.9511,Australia/Sydney,11,11,2025-12-24 13:16:13,2025-12-25 00:16:13,1535,26.6,Clear sky,5.64,190,9.31
311,Dubbo,Australia,,-32.2569,148.6011,Australia/Sydney,11,11,2025-12-24 13:16:51,2025-12-25 00:16:51,38783,19.9,Clear sky,3.50,217,6.11
312,Parkes,Australia,,-33.1333,148.1667,Australia/Sydney,11,11,2025-12-24 13:17:02,2025-12-25 00:17:02,9832,19.1,Clear sky,2.75,222,4.81
313,Forbes,Australia,,-33.3833,148.0167,Australia/Sydney,11,11,2025-12-24 13:17:05,2025-12-25 00:17:05,6837,19.4,Clear sky,2.89,203,5.00
314,Young,Australia,,-34.3,148.3,Australia/Sydney,11,11,2025-12-24 13:17:17,2025-12-25 00:17:17,7712,15.4,Clear sky,2.42,249,4.50
